bedroomcnt,bathroomcnt,calculatedfinishedsquarefeet,taxvaluedollarcnt,fips,yearbuilt
4,2.0,1922,423700,6037,1951
3,2.0,1537,480405,6037,1958
3,3.0,2183,488908,6037,1951
2,2.0,1526,214692,6037,1954
4,2.0,1813,379683,6037,1960
3,2.0,1306,222429,6037,1950
5,2.0,2152,89419,6037,1946
2,1.0,1087,192436,6037,1940
2,1.0,1076,298514,6037,1950
3,2.0,1698,297618,6037,1950
3,2.0,1587,483000,6037,1940
3,1.0,1509,297617,6037,1948
2,2.0,1503,171687,6037,1933
3,2.0,1460,312032,6037,1958
3,2.0,1941,467506,6037,1933
3,1.0,1016,238880,6037,1948
3,2.0,1447,329603,6037,1948
3,3.0,3047,400023,6037,1925
2,1.0,1180,397368,6037,1949
3,2.0,1772,574000,6037,1955
3,2.0,1524,431796,6037,1953
3,2.0,1880,392583,6037,1958
2,1.0,1526,436159,6037,1921
2,2.0,1502,460000,6037,1952
3,2.0,1628,357143,6037,1953
3,2.0,1556,530000,6037,1952
2,1.0,806,147579,6037,1950
4,2.0,1477,425000,6037,1949
4,3.0,2509,420834,6037,1949
2,1.0,1046,167602,6037,1949
2,1.0,865,359398,6037,1949
2,2.0,1363,204720,6037,1956
3,2.0,1215,437500,6037,1955
2,1.0,990,101437,6037,1948
2,1.0,1002,359398,6037,1948
3,2.0,1320,353677,6037,1948
3,1.0,1499,128156,6037,1948
2,1.0,936,208978,6037,1949
3,2.0,1740,391451,6037,1952
2,2.0,1430,381638,6037,1952
3,2.0,2180,470991,6037,1948
3,2.0,1246,66635,6037,1954
2,1.0,862,187595,6037,1950
3,2.0,1320,424000,6037,1950
2,1.0,1092,458000,6037,1950
2,1.0,1096,310761,6037,1950
3,1.0,1219,285417,6037,1951
2,1.0,872,360000,6037,1951
3,2.0,1138,414350,6037,1952
3,2.0,1703,278367,6037,1952
3,2.0,1556,465229,6037,1964
3,2.0,1894,504837,6037,1962
4,2.0,2398,598143,6037,1976
2,3.0,2301,184536,6037,1970
3,3.0,2158,150888,6037,1955
5,3.0,2300,388108,6037,1948
2,1.0,826,285317,6037,1950
3,3.0,1594,276460,6037,1950
4,3.0,3404,635655,6037,1977
5,4.0,3234,858569,6037,1962
4,4.0,2940,764856,6037,1964
4,3.0,2502,157769,6037,1961
4,3.0,2389,721473,6037,1970
4,3.0,3250,1030750,6037,1961
3,3.0,2324,140786,6037,1965
5,3.0,3081,753852,6037,1955
3,3.0,2798,128281,6037,1972
4,3.0,2692,174756,6037,1960
4,3.0,2478,752422,6037,1961
5,3.0,2362,858192,6037,1973
4,3.0,2891,185322,6037,1963
5,4.0,2843,687900,6037,1969
4,4.0,3274,498337,6037,1980
5,3.0,2852,151304,6037,1966
4,4.0,3003,445106,6037,1968
3,2.0,1349,490677,6037,1955
4,4.0,3616,569673,6037,2000
3,3.0,2453,635560,6037,1987
2,2.0,1228,151118,6037,1953
2,1.0,982,175334,6037,1948
2,1.0,1105,63883,6037,1952
2,1.0,1254,216027,6037,1952
4,3.0,2150,301933,6037,1959
2,2.0,1120,214456,6037,1953
3,1.0,986,254213,6037,1952
4,4.0,2718,898274,6037,1956
3,3.0,2585,401068,6037,1976
3,1.0,999,58773,6037,1952
4,3.0,2745,445668,6037,1961
2,1.0,932,215787,6037,1947
3,2.0,1268,73137,6037,1923
4,3.0,2294,164840,6037,1961
4,4.0,3199,228113,6037,1968
5,4.0,3169,608993,6037,1954
2,1.0,1058,171289,6037,1949
2,1.0,802,193813,6037,1949
2,1.0,804,150484,6037,1949
5,4.0,2357,493678,6037,1950
2,1.0,864,57522,6037,1955
3,2.0,1987,463203,6037,1954
4,3.0,2705,547331,6037,1996
3,2.0,2165,716460,6037,1956
4,2.0,1488,240538,6037,1955
2,1.0,1000,81170,6037,1949
3,2.0,1404,313659,6037,1959
4,2.0,1856,519961,6037,1961
4,3.0,2356,126701,6037,1961
4,2.0,1856,420037,6037,1962
3,2.0,1850,604381,6037,1958
4,2.0,1362,435069,6037,1954
3,2.0,1325,107298,6037,1954
3,2.0,1539,263326,6037,1957
3,2.0,1215,248852,6037,1953
3,2.0,1215,425000,6037,1953
3,2.0,1215,68499,6037,1953
3,2.0,1254,346957,6037,1955
3,2.0,1380,181590,6037,1986
3,2.0,1929,168787,6037,1953
3,2.0,2162,457422,6037,1953
4,2.0,1449,403730,6037,1957
4,3.0,1392,323667,6037,1954
3,1.0,2031,319483,6037,1952
3,1.0,1068,321427,6037,1952
2,2.0,1251,410000,6037,1952
3,1.0,936,340908,6037,1952
3,2.0,1443,454199,6037,1956
4,2.0,2091,451450,6037,1956
3,2.0,1443,477167,6037,1956
4,2.0,1584,311237,6037,1955
3,2.0,1483,84242,6037,1955
4,2.0,1838,376186,6037,1952
3,2.0,1958,307433,6037,1951
4,2.0,1528,215259,6037,1951
3,1.0,1064,316006,6037,1951
3,2.0,1323,399445,6037,1949
2,1.0,802,250680,6037,1949
2,1.0,950,278478,6037,1951
3,2.0,1742,478637,6037,1953
4,2.0,1532,79067,6037,1953
4,1.0,1540,301822,6037,1951
3,2.0,1289,72643,6037,1953
2,2.0,2483,252307,6037,1924
4,2.0,1750,227917,6037,1954
4,2.0,1580,111428,6037,1954
4,3.0,2104,291335,6037,1978
2,1.0,912,298160,6037,1948
4,2.0,1412,370202,6037,1962
4,2.0,1437,138436,6037,1964
3,1.0,1086,294966,6037,1951
3,3.0,2431,675000,6037,2001
4,3.0,2124,710000,6037,1983
3,2.0,1208,70986,6037,1950
3,1.0,1723,114100,6037,1950
3,1.0,1200,73264,6037,1950
3,2.0,1326,471166,6037,1949
3,2.0,1637,213236,6037,1949
3,2.0,1440,455000,6037,1950
3,2.0,2301,424243,6037,1950
3,1.0,1051,236044,6037,1949
2,1.0,830,198635,6037,1949
4,2.0,1850,266770,6037,1977
3,1.0,1388,262202,6037,1951
2,1.0,1356,300000,6037,1941
2,1.0,1096,399000,6037,1940
4,2.0,1836,318309,6037,1936
3,2.0,1581,249912,6037,1952
5,3.0,2476,543906,6037,1998
3,2.0,1421,275334,6037,1952
5,3.0,2161,348287,6037,1952
3,2.0,1548,504000,6037,1984
3,2.0,1709,103765,6037,1954
3,2.0,1327,352885,6037,1953
4,3.0,2432,272398,6037,1988
4,3.0,2204,423559,6037,1970
4,2.0,2119,487320,6037,1970
4,3.0,2597,397615,6037,1964
4,2.0,1735,297144,6037,1977
3,2.0,1490,226340,6037,1913
3,2.0,1386,476343,6037,1957
5,3.0,1961,272543,6037,1957
4,3.0,1873,397614,6037,1960
3,2.0,1462,299493,6037,1955
3,3.0,1835,346958,6037,1955
3,2.0,1624,204981,6037,1984
4,2.0,1419,451786,6037,1977
3,2.0,1432,242625,6037,1963
3,2.0,1347,61669,6037,1954
4,3.0,1930,158038,6037,1966
4,2.0,1296,59386,6037,1954
4,3.0,2563,700000,6037,1992
4,2.0,1296,306919,6037,1953
3,3.0,1897,258928,6037,1949
2,1.0,1161,260506,6037,1948
3,3.0,1962,588816,6037,1957
3,3.0,1688,330086,6037,1955
2,1.0,836,233758,6037,1950
4,3.0,1962,353785,6037,1999
4,3.0,2552,676048,6037,1940
3,2.0,1235,427000,6037,1953
4,2.0,1338,237082,6037,1954
4,2.0,1200,109251,6037,1954
4,2.0,1188,363906,6037,1954
4,2.0,1200,232001,6037,1954
4,2.0,1212,226774,6037,1954
4,2.0,1212,370566,6037,1954
4,2.0,2300,791632,6037,1969
3,3.0,2518,940000,6037,1977
4,4.0,3408,1038967,6037,1968
5,4.0,2600,151619,6037,1970
4,3.0,2286,445078,6037,1966
4,2.0,2115,506384,6037,1959
4,3.0,2176,443489,6037,1956
4,3.0,2130,392768,6037,1968
2,1.0,1131,412169,6037,1954
3,2.0,2030,335688,6037,1958
3,3.0,2126,305396,6037,1965
4,3.0,2796,525821,6037,1988
2,3.0,1675,354714,6037,1988
4,3.0,2048,823000,6037,1989
3,2.0,2087,421314,6037,1983
3,2.0,1559,590331,6037,1979
3,2.0,1334,512488,6037,1965
4,3.0,1804,680000,6037,1965
4,3.0,1996,779638,6037,1964
4,2.0,1781,659000,6037,1964
4,2.0,1924,252477,6037,1979
4,3.0,2509,520115,6037,1975
4,2.0,1924,750760,6037,1977
4,2.0,1722,685000,6037,1974
4,3.0,2347,690369,6037,1977
4,2.0,1722,675000,6037,1973
5,3.0,2859,551486,6037,1965
4,2.0,1924,467600,6037,1978
4,3.0,2508,128363,6037,1971
3,2.0,1936,378886,6037,1963
3,2.0,2232,301888,6037,1962
4,3.0,2863,602552,6037,1963
5,3.0,2566,806000,6037,1961
3,2.0,1980,220006,6037,1959
4,3.0,2703,840724,6037,1961
4,2.0,2192,593493,6037,1951
4,2.0,1994,637709,6037,1956
3,1.0,1116,528000,6037,1952
3,2.0,1348,562716,6037,1956
3,2.0,1204,323614,6037,1955
4,3.0,2497,135816,6037,1964
4,2.0,1570,403193,6037,1959
4,2.0,2225,206197,6037,1958
4,2.0,1448,485574,6037,1957
4,2.0,1661,618000,6037,1957
4,2.0,1570,522000,6037,1960
3,2.0,1150,342397,6037,1959
3,2.0,1473,388192,6037,1959
3,2.0,1150,274196,6037,1959
3,2.0,1150,283381,6037,1959
3,2.0,1250,531000,6037,1960
4,2.0,1404,334122,6037,1960
3,2.0,1570,86250,6037,1960
3,2.0,1160,323205,6037,1960
4,2.0,1404,600000,6037,1960
3,2.0,1421,66013,6037,1960
4,2.0,1570,421293,6037,1960
3,2.0,1150,465994,6037,1960
3,3.0,1835,412467,6037,1960
4,2.0,1300,170629,6037,1960
3,2.0,1160,444256,6037,1960
5,4.0,3534,663069,6037,1985
5,3.0,2912,879409,6037,1979
4,3.0,2905,785583,6037,1967
4,2.0,2271,595240,6037,1965
3,2.0,2046,314359,6037,1967
4,2.0,2165,343798,6037,1966
4,2.0,1598,290853,6037,1964
3,2.0,1600,89419,6037,1964
4,3.0,1705,399325,6037,1962
4,2.0,1838,274183,6037,1961
3,3.0,2132,411602,6037,1961
4,3.0,2403,332740,6037,1979
3,2.0,1990,366942,6037,1978
5,3.0,2472,258167,6037,1974
5,3.0,2926,747874,6037,1973
4,3.0,2431,343939,6037,1972
4,3.0,2352,621526,6037,1969
4,3.0,2274,116204,6037,1966
3,2.0,1602,321800,6037,1979
3,2.0,2164,432774,6037,1958
3,2.0,1704,535000,6037,1960
3,2.0,1570,366905,6037,1960
3,2.0,1570,386363,6037,1958
3,2.0,1358,405844,6037,1956
5,3.0,1675,483000,6037,1948
4,2.0,1409,405844,6037,1964
4,2.0,2023,241428,6037,1960
3,2.0,1358,441611,6037,1956
3,2.0,1358,371255,6037,1956
4,3.0,1830,435890,6037,1960
4,3.0,2661,433253,6037,1983
4,3.0,2225,347613,6037,1965
4,3.0,2574,533947,6037,1981
4,3.0,2397,537750,6037,1984
5,3.0,2401,237221,6037,1965
5,3.0,3085,947228,6037,1995
3,2.0,1766,390038,6037,1962
3,2.5,2092,293885,6111,1986
3,2.5,1623,301896,6111,1985
3,2.5,1366,530301,6111,1984
3,2.5,2466,534594,6111,1989
4,3.5,2475,838781,6111,1988
4,3.5,2475,826982,6111,1988
4,3.0,2698,825978,6111,1988
3,2.5,1785,507034,6111,1980
4,3.0,2212,336414,6111,1979
3,2.5,1462,227065,6111,1978
4,2.0,1833,497696,6111,1970
3,2.0,1594,698729,6111,1970
5,3.0,1996,673094,6111,1970
4,2.0,1607,526557,6111,1970
3,2.5,2578,840667,6111,1996
2,3.0,3537,1034682,6111,1988
4,3.0,2648,900816,6111,1984
4,2.0,2040,442053,6111,1975
5,3.0,2808,189985,6111,1970
3,2.0,1936,722000,6111,1978
3,2.5,1948,495760,6111,1973
3,2.0,1724,376501,6111,1969
4,2.0,1750,852809,6111,1969
4,3.0,2300,131439,6111,1968
3,2.0,2297,1001000,6111,1988
5,3.0,3330,953492,6111,1989
5,4.0,3406,636412,6111,1990
4,3.0,1983,333919,6111,1986
4,3.0,2953,554900,6111,1987
3,3.5,2991,770000,6111,1985
3,3.0,2154,499156,6111,1977
4,3.0,2154,556762,6111,1976
4,2.0,1872,216494,6111,1976
5,3.0,3023,858919,6111,1971
3,2.5,2434,361152,6111,1978
3,2.5,2434,610493,6111,1978
4,2.5,2400,552868,6111,1969
3,2.0,2185,272146,6111,1964
5,3.0,2524,717758,6111,1963
4,2.5,1934,109216,6111,1976
4,2.0,1245,57881,6111,1963
3,1.5,1016,53743,6111,1962
4,2.5,2033,268128,6111,1964
4,3.0,1656,1001361,6111,1961
4,2.0,1879,386238,6111,1959
3,3.0,2287,546538,6111,1960
4,2.0,1928,338454,6111,1960
4,2.0,1534,65505,6111,1961
4,3.0,2302,216427,6111,1981
4,3.0,2302,387187,6111,1980
4,3.0,3052,443141,6111,1975
3,2.0,1268,436146,6111,1960
3,2.0,1232,546000,6111,1960
3,2.0,1770,312243,6111,1961
2,2.0,1364,403000,6111,1954
2,1.0,864,394000,6111,1965
4,2.0,1630,500348,6111,1964
3,2.0,1422,380602,6111,1963
4,2.0,1777,455632,6111,1966
3,2.0,1500,67748,6111,1966
3,2.0,1441,273954,6111,1964
3,2.0,1441,467000,6111,1964
3,2.0,1308,59673,6111,1964
3,2.0,1308,352336,6111,1964
4,3.0,2254,339727,6111,1984
3,2.0,1814,509296,6111,1979
4,2.0,1919,334821,6111,1975
3,2.0,1126,212717,6111,1969
4,2.5,2363,539638,6111,1969
4,2.0,1462,157520,6111,1972
4,3.0,1884,87024,6111,1970
3,2.0,1228,381438,6111,1966
3,2.5,1693,652384,6111,1970
4,2.5,2121,743000,6111,1977
4,2.5,2819,611871,6111,1967
4,2.5,2201,437515,6111,1974
4,4.5,3263,514249,6111,1979
4,3.0,2270,705588,6111,1976
4,3.5,3027,989000,6111,1963
3,2.0,1124,560604,6111,1985
3,2.0,1933,295779,6111,1979
4,2.0,2164,382994,6111,1978
4,2.5,2494,493619,6111,1984
4,2.5,2342,237542,6111,1978
3,2.0,1527,486699,6111,1971
4,2.0,1836,325692,6111,1968
4,2.5,1844,124256,6111,1966
3,1.5,1068,129276,6111,1966
5,3.0,2432,90217,6111,1966
3,3.0,2250,558270,6111,1996
4,2.0,1830,499320,6111,1979
4,2.5,1964,357657,6111,1978
4,2.0,1775,420031,6111,1966
3,2.0,1583,497836,6111,1966
4,3.5,3389,649286,6111,2001
3,2.5,1659,512588,6111,1996
3,2.5,1760,308157,6111,1996
5,2.0,1943,277769,6111,1965
4,2.0,1569,509000,6111,1987
3,2.0,1350,100242,6111,1971
3,2.0,1430,394246,6111,1970
4,2.0,1719,278144,6111,1970
2,1.0,1042,51677,6111,1964
4,2.0,1835,509000,6111,1964
4,2.0,1541,82141,6111,1972
5,2.5,2232,458790,6111,1965
3,2.0,1389,375602,6111,1977
2,2.5,2496,309437,6111,1995
3,2.5,1204,154407,6111,1942
3,1.0,600,262051,6111,1930
3,2.0,1201,237367,6111,1962
3,2.0,1638,318464,6111,1962
3,2.0,1125,50640,6111,1962
2,1.0,855,352000,6111,1978
4,2.0,1787,475604,6111,1970
4,2.0,1776,223018,6111,1964
4,2.0,1765,446089,6111,1962
4,2.0,2015,377130,6111,1968
5,2.5,2498,298609,6111,1968
3,2.0,1066,375896,6111,1961
3,2.0,1066,48579,6111,1961
4,2.0,1687,316163,6111,1961
4,2.0,1315,431693,6111,1963
5,2.5,1720,319152,6111,1961
4,1.5,1713,173521,6111,1962
3,2.0,1415,313491,6111,1962
3,2.5,1679,443001,6111,1995
3,2.0,2003,593920,6111,1976
2,1.0,720,88731,6111,1971
4,2.0,1215,380201,6111,1971
3,2.0,1430,494000,6111,1973
4,2.0,1638,93472,6111,1964
4,2.0,1338,277286,6111,1964
4,2.0,1638,476000,6111,1964
4,2.0,1323,113764,6111,1964
3,2.0,1719,231205,6111,1964
4,3.0,1731,312812,6111,1979
4,2.0,1580,138757,6111,1964
4,2.5,2277,71630,6111,1964
5,2.5,1958,204469,6111,1964
4,3.0,2698,322847,6111,1980
3,2.0,1645,279243,6111,1979
3,2.0,1697,546000,6111,1977
4,3.0,2140,339461,6111,1978
4,2.0,1717,266433,6111,1970
4,2.0,2095,89701,6111,1965
4,2.0,1891,307511,6111,1973
3,3.0,2524,682000,6111,1977
5,3.0,3345,527444,6111,1999
3,2.5,2100,306253,6111,1999
3,2.5,1336,193009,6111,1986
4,1.0,1534,76706,6111,1964
5,2.5,1958,454597,6111,1964
4,2.0,1323,444000,6111,1964
2,1.0,1108,372788,6111,1968
3,2.0,1651,334224,6111,1964
4,2.0,1806,151697,6111,1964
4,1.5,1227,440000,6111,1961
4,3.5,3002,100159,6111,1961
4,1.5,1226,147806,6111,1961
3,2.0,1316,351650,6111,1960
4,2.5,1725,62048,6111,1963
3,2.0,1819,478430,6111,1981
5,3.5,2638,680067,6111,1981
4,3.0,2460,265871,6111,1979
4,3.0,2460,448618,6111,1978
3,2.5,1997,328494,6111,1997
3,2.5,1983,701679,6111,1986
3,2.0,2184,599000,6111,1987
3,2.0,1466,182835,6111,1976
4,2.0,1891,327751,6111,1976
4,2.0,1891,111396,6111,1976
3,2.0,1986,589000,6111,1976
3,2.0,1427,316184,6111,1964
3,2.0,1434,228721,6111,1964
3,2.5,1515,249703,6111,1964
3,2.0,2034,586397,6111,1964
3,2.5,1695,561000,6111,1964
4,2.0,1792,68334,6111,1964
3,2.0,1661,220693,6111,1978
3,2.0,1286,407929,6111,1961
4,2.0,1549,450000,6111,1963
4,2.0,1431,410174,6111,1971
4,3.0,2335,216097,6111,1988
3,2.0,1857,549000,6111,1981
4,2.5,2989,488436,6111,1999
3,2.0,1212,291495,6111,1961
3,3.0,1685,372596,6111,1961
3,2.0,1452,53760,6111,1959
3,2.0,1406,206405,6111,1961
3,2.0,1436,456879,6111,1973
4,2.5,2035,360405,6111,1973
4,2.5,2035,290819,6111,1972
3,2.0,1436,314302,6111,1972
4,2.0,1462,199546,6111,1970
5,2.0,2134,442170,6111,1968
4,2.5,2300,419908,6111,1968
4,3.0,1780,259876,6111,1963
3,2.0,1432,66880,6111,1963
3,2.0,1291,467014,6111,1961
3,2.0,1956,292913,6111,1979
3,2.0,1488,425000,6111,1978
5,2.5,2718,549319,6111,1978
4,2.0,2236,189979,6111,1978
5,3.0,2378,280334,6111,1965
5,2.0,2098,371622,6111,1972
3,2.0,1310,308021,6111,1968
4,2.0,1806,512202,6111,1968
3,2.0,1205,58921,6111,1968
4,2.0,1800,268440,6111,1976
3,2.0,1445,323429,6111,1989
3,2.5,1798,435853,6111,1984
3,2.0,1888,246735,6111,1981
3,2.0,1888,372867,6111,1981
4,3.0,2556,418046,6111,1984
3,2.5,2075,562000,6111,1980
3,2.5,2199,248931,6111,1980
3,2.0,1587,197248,6111,1978
4,3.0,2919,499166,6111,1998
5,4.5,3034,680820,6111,2000
4,4.5,3034,580670,6111,1999
4,3.5,3531,775000,6111,1992
5,3.0,3153,669912,6111,1991
5,2.5,2640,739713,6111,1976
3,2.0,1502,308612,6111,1974
3,2.0,1682,382547,6111,1978
3,2.0,1440,117030,6111,1973
4,2.0,2086,603333,6111,1973
5,3.0,2416,98282,6111,1970
4,2.5,2088,562348,6111,1990
4,3.0,2572,444563,6111,1994
4,3.5,3213,613950,6111,1994
3,2.0,2170,622294,6111,1987
2,2.0,1457,538000,6111,1986
3,2.5,1695,344304,6111,1986
3,2.0,1544,456667,6111,1964
3,2.5,1621,195662,6111,1994
3,3.0,1510,63078,6111,1986
3,2.5,1472,411254,6111,1986
4,3.0,3014,625673,6111,1987
4,3.0,3014,533906,6111,1987
3,2.0,1646,272916,6111,1987
3,2.0,2459,562348,6111,1986
4,2.5,3076,536595,6111,1986
4,2.5,2558,714735,6111,1986
3,2.0,1452,580723,6111,1976
3,2.0,1372,283399,6111,1973
3,2.0,1486,330437,6111,1974
2,1.0,1004,315457,6111,1972
4,3.0,3243,1026000,6111,1996
4,3.0,3243,651820,6111,1997
4,2.5,2774,902556,6111,1985
3,3.0,2619,572417,6111,1981
4,2.5,1901,401881,6111,1990
3,2.0,1569,557040,6111,1977
4,3.0,2150,292239,6111,1976
4,3.0,1888,380770,6111,1975
4,3.0,1945,380625,6111,1977
4,2.0,1658,282897,6111,1970
5,2.5,2986,790820,6111,1927
3,2.5,1811,411798,6111,1987
5,2.0,2085,550000,6111,1962
5,3.0,2383,609175,6111,1962
5,3.0,2182,333507,6111,1962
4,2.5,2600,123465,6111,1969
3,2.5,1980,476400,6111,1966
4,2.0,1626,457964,6111,1963
3,2.0,1566,240745,6111,1963
4,2.5,2184,216426,6111,1980
4,2.5,2184,364846,6111,1978
3,2.0,1859,604987,6111,1976
4,2.0,2493,805000,6111,1973
3,2.0,1456,256567,6111,1973
3,2.5,1986,236840,6111,1968
4,3.0,3028,847242,6111,1989
4,3.0,2232,682415,6111,1966
4,3.0,2531,486864,6111,1996
4,2.5,2199,657000,6111,1991
4,3.5,1780,292892,6111,1987
3,2.0,1365,213227,6111,1987
3,2.0,1346,236508,6111,1984
4,2.5,2437,213288,6111,1980
5,3.0,1839,379174,6111,1979
2,1.0,837,238560,6111,1947
4,2.5,2066,543651,6111,1982
4,2.0,1558,195559,6111,1959
3,1.5,1040,41652,6111,1957
2,1.0,880,113059,6111,1965
4,2.5,2267,409804,6111,1987
4,2.0,1858,342978,6111,1979
3,3.0,1723,408960,6111,1983
3,2.0,1605,388093,6111,1980
4,3.0,2060,405709,6111,1988
3,2.5,1762,619000,6111,1987
3,2.5,2120,419598,6111,1987
3,2.5,2120,543651,6111,1987
3,2.5,2937,408109,6111,1987
3,2.5,2112,316387,6111,1986
3,3.0,1942,400486,6111,1985
5,3.0,2909,648000,6111,1985
4,2.5,2735,405836,6111,1984
4,2.5,2386,679000,6111,1994
3,2.5,1587,454000,6111,1984
4,2.0,2242,333741,6111,1981
4,3.5,2391,527131,6111,2000
4,3.0,2967,670064,6111,1981
3,2.5,3042,449730,6111,1979
2,2.0,1277,396104,6111,1987
2,2.0,1211,357140,6111,1985
4,2.5,2269,361190,6111,1981
3,2.0,1100,188746,6111,1997
3,2.0,1416,271946,6111,1968
4,3.0,1781,130053,6111,1968
3,2.5,1768,152356,6111,1979
4,2.5,1919,173776,6111,1979
4,2.0,1587,154389,6111,1969
4,2.0,1576,185471,6111,1977
4,2.0,1615,82023,6111,1973
4,2.0,1576,234128,6111,1982
3,1.5,1120,50223,6111,1971
4,2.5,2550,408977,6111,1978
4,2.5,2270,166797,6111,1978
3,2.0,1416,202598,6111,1971
3,2.0,1760,123349,6111,1966
3,2.0,1197,72137,6111,1969
4,2.0,1611,243938,6111,1980
4,2.0,1347,365489,6111,1976
4,2.0,1576,217168,6111,1971
4,2.0,1180,143477,6111,1963
3,2.0,1513,330647,6111,1966
4,2.0,1276,377967,6111,1966
3,1.5,1635,234222,6111,1957
3,1.0,1040,184464,6111,1949
3,1.0,972,116733,6111,1949
4,2.0,1260,62388,6111,1969
3,1.0,1023,39230,6111,1963
5,3.0,2336,289934,6111,1998
3,2.5,1780,430384,6111,1978
3,2.0,1245,49160,6111,1957
4,2.0,1840,316613,6111,1955
3,2.0,1536,213488,6111,1953
3,1.5,1448,287179,6111,1953
4,2.0,1848,64712,6111,1952
2,1.0,680,447059,6111,1955
3,2.0,1306,436894,6111,1977
4,3.0,2661,398359,6111,1995
3,2.5,2220,837580,6111,1980
4,2.0,1696,102345,6111,1973
2,2.0,1139,110302,6111,1970
4,2.5,1967,141679,6111,1978
3,2.0,1296,350312,6111,1975
3,2.0,2200,438759,6111,1940
3,2.0,1252,51390,6111,1959
3,2.0,1128,52036,6111,1960
3,2.0,1373,51683,6111,1959
3,2.0,1373,217046,6111,1959
3,2.0,1729,57520,6111,1959
3,2.0,1792,56849,6111,1959
3,2.0,1041,350260,6111,1957
3,2.0,1502,58250,6111,1955
3,3.0,1558,374000,6111,1954
3,2.0,1504,242972,6111,1954
3,2.0,1264,182069,6111,1954
3,1.0,1385,272596,6111,1950
3,2.0,1500,242107,6111,1950
3,2.0,1384,410000,6111,1959
3,2.0,1108,207170,6111,1943
3,2.0,1071,46506,6111,1958
4,2.0,1233,249338,6111,1955
2,1.0,1062,37178,6111,1947
5,2.0,1871,97342,6111,1951
4,2.5,1928,317637,6111,1951
3,2.0,1358,186487,6111,1981
3,2.0,1538,257655,6111,1978
3,1.0,1118,239313,6111,1944
4,2.0,1260,92268,6111,1964
2,1.5,1082,96043,6111,1961
4,3.0,1811,96603,6111,1950
2,2.0,825,150970,6111,1949
3,2.0,1878,500000,6111,1974
3,2.5,1842,241419,6111,1961
4,3.0,3094,468869,6111,1960
2,2.0,1272,301311,6111,1941
3,2.0,1322,46504,6111,1939
2,1.0,1094,199544,6111,1949
3,2.0,1680,714517,6111,1967
3,3.5,3076,930738,6111,1988
3,2.0,1138,643000,6111,1973
3,2.5,1817,105791,6111,1961
4,3.5,2638,952000,6111,2003
4,3.0,2442,375849,6111,1989
3,2.0,1282,312238,6111,1972
4,2.0,1678,263833,6111,1977
4,2.0,1599,258659,6111,1974
4,2.0,1650,209110,6111,1976
4,2.0,1588,318306,6111,1969
3,3.5,2055,296173,6111,1984
3,2.5,2112,469000,6111,1984
3,2.0,1253,218715,6111,1974
5,3.0,2440,517938,6111,1999
4,3.0,2152,436156,6111,1997
3,2.0,1374,274181,6111,1993
2,2.0,1441,253256,6111,1982
3,2.0,1414,99263,6111,1976
3,2.0,1476,200429,6111,1975
4,2.0,1863,116291,6111,1975
4,2.0,1419,280563,6111,1965
4,4.0,1845,328792,6111,1962
5,2.0,1693,69331,6111,1962
3,2.0,1524,327114,6111,1962
3,2.0,1197,68426,6111,1960
4,2.5,2594,519964,6111,1969
3,2.0,2052,153015,6111,1935
4,3.0,2312,396202,6111,1988
4,2.5,2211,283474,6111,1985
4,3.0,2711,354310,6111,1986
5,2.0,1958,396665,6111,1969
3,2.5,1382,365600,6111,1965
3,2.0,1973,312949,6111,1996
4,2.0,1950,547000,6111,1992
4,3.5,2624,195661,6111,1989
2,2.0,1359,249277,6111,1989
4,3.0,3143,433165,6111,1987
5,2.0,2194,327113,6111,1971
4,3.0,2924,1015466,6111,1994
3,2.0,1325,254014,6111,1994
4,3.0,1992,362479,6111,1993
3,2.5,1719,593000,6111,1985
3,2.0,1459,550000,6111,1985
4,2.5,2190,567428,6111,1986
3,2.0,1292,298359,6111,1981
3,2.0,1281,186989,6111,1979
3,2.0,1281,415962,6111,1979
4,2.0,1574,301260,6111,1978
3,2.0,1582,218735,6111,1983
4,2.5,2032,133001,6111,1977
5,3.0,2105,349236,6111,1970
3,2.0,1292,469646,6111,1979
4,3.5,2281,344304,6111,1978
4,4.5,2743,334317,6111,1976
4,2.0,1754,348752,6111,1973
4,2.0,1754,428073,6111,1970
4,2.0,1866,349456,6111,1965
4,2.0,1429,431694,6111,1979
3,2.0,1647,84685,6111,1970
3,2.0,1391,62033,6111,1964
3,2.0,1216,490000,6111,1964
3,2.0,1217,241145,6111,1964
4,2.0,1390,307590,6111,1962
4,2.0,1690,83183,6111,1961
3,2.0,1216,54753,6111,1960
4,2.0,1306,499000,6111,1960
4,2.5,2052,552468,6111,1985
2,2.0,1232,180492,6111,1979
3,2.0,1772,418763,6111,1978
5,2.5,2632,579793,6111,1971
4,2.5,2377,463075,6111,1967
3,2.0,1809,414348,6111,1969
3,2.0,1500,272633,6111,1968
3,2.0,1528,450938,6111,1964
3,2.0,1864,295560,6111,1965
4,2.0,1386,439822,6111,1961
4,2.0,1386,357662,6111,1961
3,2.0,1772,575000,6111,1978
3,2.0,1344,493000,6111,1957
4,1.0,998,21704,6111,1940
3,1.5,2027,342862,6111,1964
3,2.0,1328,324572,6111,1989
4,3.0,2217,495954,6111,1990
3,2.0,1316,462392,6111,1961
2,1.5,1560,106171,6111,1961
3,2.0,1980,627000,6111,1976
4,2.5,2882,294024,6111,1980
